Taxonomic lineage (GENUS)	Taxonomic lineage (SPECIES)	Taxonomic lineage IDs (GENUS)	Taxonomic lineage IDs (SPECIES)	KEGG	KO	EC number	COG ID	MP1	MP2	MP3	MP4
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2669	K01857	4.3.2.2	COG0015				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1783		1.1.1.1	COG1012				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0879							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			6.1.1.17					
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0325	K03546,K00566		COG1293				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0326							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2688		2.7.13.3	COG2202				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3080	K08678	2.1.1.228	COG0451				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1894							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0473	K03701	3.6.3.-	COG0178				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1417		2.7.13.3	COG2202				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1654	K00525	1.17.4.1	COG0209				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2585	K16699	2.4.1.-	COG0438				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2583	K00973	2.3.1.157,2.7.7.23	COG1208				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			1.12.98.2	COG4074				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3313	K17488	3.5.4.39	COG1469				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3238	K22516	1.2.99.-	COG3383				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2443			COG1625				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2442	K01361,K02109,K10352,K10352	3.6.4.1	COG1196				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2459							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0984	K07486	4.2.99.18	COG3547				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1813	K22516	1.2.99.-	COG3383				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.5.1.-	COG0382				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1240							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2073							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2117							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1681	K07076	2.7.7.47	COG1708				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1714							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1713	K04069						
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0				COG3227				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1779	K03744		COG1704				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1865							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			3.1.21.-	COG1493				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0472	K07025	3.8.1.2	COG1011				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K07462,K07462	3.1.-.-	COG0608				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K01719,K01719	4.2.1.75	COG1587				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0643	K03088,K00960,K03088,K03091	2.7.7.6	COG1595				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0586							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0585		5.4.1.2	COG1598				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0493							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1854							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K01269	3.2.1.4	COG1363				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2921							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2686	K22010	2.7.13.3	COG0784				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1818		1.-.-.-	COG3261				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3147			COG2244				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2774		3.1.4.17	COG0834				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0435	K06174	1.1.5.3	COG1245				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2471	K10725	3.4.21.-	COG1474				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1581							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.4.99.18	COG1287				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3045	K02503	3.6.1.29	COG0537				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			3.6.3.25	COG4962				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1111							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1850	K00754,K00754,K00754,K00703,K00705,K00754,K00754,K08239,K00754,K00754,K03429,K00754,K00754,K08256,K00754,K08256,K00754,K00705,K00754,K02840,K00754,K00754	2.4.1.-	COG0438				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1422		4.6.1.1	COG0840				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0545		2.7.13.3	COG0784				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3214							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1797		2.1.1.100	COG2020				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2026		2.7.13.3	COG2202				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0204		3.6.3.24	COG4608				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2536	K02003	3.6.3.-	COG1136				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2534							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1123	K12573	3.1.-.-	COG0557				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1860							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1976		2.7.7.7	COG2905				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0479	K01999	2.7.10.-	COG0683				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1855							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1781		3.4.21.-	COG3420				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0206		2.1.1.172	COG2227				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0015	K01079	3.1.3.3	COG0560				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0475							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2103	K14104						
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2061							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3324			COG4978				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2588	K00754,K00754,K00721,K00754,K00754,K00754,K00754,K00754	3.1.3.3	COG0463				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0990		4.6.1.1	COG0840				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1162	K03702		COG0556				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1424							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2398		3.6.4.12	COG0514				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2903		2.5.1.46	COG1899				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1786	K01809,K01809	2.7.7.13	COG0662				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2760							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1187	K07133	6.3.2.19	COG1373				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1147	K17830	1.-.-.-	COG0644				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1335		2.7.7.49	COG3344				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0219		1.1.1.23	COG0614				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0924		2.1.1.-	COG2890				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0925		2.7.13.3	COG0642				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2125	K16012						
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2375							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1154	K17828	1.3.-.-	COG0167				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0179	K07064		COG1848				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0800		6.3.5.2	COG0518				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0799							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.1.1.166	COG3269				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0289							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3052			COG0531				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2836							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3507	K01417,K01802,K00870,K00754,K01417	3.4.24.-	COG4783				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2628		3.6.3.14	COG0733				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0179	K04043	2.7.7.6	COG0443				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_1451							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1003							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0549		2.7.13.3	COG0784				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1600							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1550		2.3.1.128	COG0456				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1549		6.3.1.5	COG1335				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2659	K00175		COG1013				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_0001							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K01902	6.2.1.5	COG0074				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3139	K00784,K01130,K01567	3.1.26.11	COG1234				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3537							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3268							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1688							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0030	K02029	3.6.3.-	COG0765				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3192	K07496		COG0675				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2416							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0254	K07133	6.3.2.19	COG1373				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2261							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2575	K14654	1.1.1.302	COG1985				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1048		2.7.13.3	COG0642				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0115	K01955	6.3.5.5	COG0458				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1811							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0737	K14475						
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1000							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0999	K07448	3.6.4.1	COG1715				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0592		6.2.1.1	COG0365				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3423	K02335	3.1.-.-	COG0258				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1084							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2845							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1080		3.6.4.1	COG4637				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2402	K00754,K08884,K00908,K01277,K02208,K00476,K00908,K00908,K00908,K00754,K08287,K00908,K01179,K00754,K00908,K01768,K02350,K00575,K00908,K06026,K00908,K00908,K02350,K03797,K00908,K05345,K00575,K06026,K07126	2.4.-.-	COG0457				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2540							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0882							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3480	K13038	4.1.1.36,6.3.2.5	COG0452				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1673		3.6.4.-	COG0553				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0326	K01999	2.7.10.-	COG0683				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0690	K00192	1.2.7.4	COG1152				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0689	K00195		COG1880				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1867		3.6.4.-	COG0553				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2690		2.7.13.3	COG0784				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2689		2.7.13.3	COG0642				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2478		2.6.1.-	COG0436				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1722		2.7.13.3	COG2202				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2964							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0634							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2338		3.6.4.6	COG0464				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0258							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1952			COG1407				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2161							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0420		3.4.24.-	COG3291				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0189			COG5265				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1089							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1088							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2040		3.4.11.2	COG4591				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2193							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2190							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2189		4.2.1.49	COG1414				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2417	K03726	3.6.4.12	COG1204				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2432	K06024						
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2907		2.7.7.7	COG2905				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0048							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2849	K07033						
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1817		2.4.1.109	COG1807				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1821							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1820		2.1.1.144	COG4106				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1819	K01784,K01784,K00100,K00060,K01710,K01784,K01784,K01784,K03274	5.1.-.-	COG0451				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1800		4.2.1.33	COG0065				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K01338	3.6.4.12	COG2002				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0060	K02587	1.18.6.1	COG2710				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2694							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3044							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3043	K07386	3.4.24.71	COG3590				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_0065	K01520	3.6.1.23	COG0717				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0982		3.6.3.4	COG2217				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2719							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2240		3.2.1.24	COG0094				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0636		6.3.5.3	COG0474				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2437	K25517	4.2.1.3	COG1679				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1011	K03168	5.6.2.1	COG0550				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0979		5.4.1.2	COG1598				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3356	K06915	3.6.4.12	COG0433				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0171		1.1.1.1	COG1454				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0867							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3326							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1666	K14392		COG4145				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1790	K01696	4.2.1.20	COG0133				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1128	K07496		COG0675				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0720							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3360	K02016	1.1.1.23	COG0614				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1912	K09119						
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1921							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1903	K07728		COG1395				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1920	K10978	1.1.1.87	COG0473				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0300							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0303							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0769			COG1361				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1109							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1927							
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_0093							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1977	K04763		COG4974				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1785	K01657	4.1.3.27	COG0147				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K00754,K00754,K00754,K00703,K00705,K00754,K00754,K08239,K00754,K00754,K03429,K00754,K00754,K08256,K00754,K08256,K00754,K00705,K00754,K02840,K00754,K00754	2.4.1.-	COG0438				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2868	K15904	2.3.1.234,2.7.11.1	COG0533				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0113	K02626	4.1.1.19	COG1945				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0114	K01956	6.3.5.5	COG0505				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2852	K03431	4.-.-.-	COG1109				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2671		2.7.13.3	COG2197				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1091		3.5.4.33	COG0590				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1089							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3467							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0294	K02075	2.4.2.28	COG1108				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1956	K07055	2.5.1.114	COG2520				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1968		3.1.21.-	COG0535				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1947							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1948	K01493	3.5.-.-	COG2131				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2389							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0958							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0106							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2691		2.7.13.3	COG0784				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2802							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0671	K22012	6.3.5.11,6.3.5.12	COG1797				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1202							
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_1494							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2616		3.4.21.105	COG0705				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0097							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3415							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2303							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2304							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0873							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0731							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0730							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0890	K01159	3.1.22.4	COG0817				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1793							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0057							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0056							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2623							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3181		6.5.1.-					
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0217		2.1.1.201	COG2226				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3433	K02031	3.6.3.24	COG1123				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3433	K02032	3.6.3.24	COG1123				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2991							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2718	K07076	2.7.7.47	COG1708				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2132							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0595	K06953		COG1407				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2645		2.7.13.3	COG3290				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2739		3.6.4.1	COG2003				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1085							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0936							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1159	K05873	4.6.1.1	COG1437				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3025							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1448		3.1.3.48	COG2453				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2816							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0810		1.5.5.1	COG0644				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2097	K14096						
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1284							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1723		2.7.13.3	COG3920				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1437							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1696							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			4.2.1.33	COG0065				
